Obstacles					Terrain		Terrain modifiers									Adjacent																																																																																																													Overlap																																																																																																												
Name	Id	Type	Id	Subtype	Name	Id	dirt	sand	grass	snow	swamp	rough	cave	lava	water	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef
swamp rock	62	rock	147	0	swamp	4	-5000	-5000	10	-5000	10	-5000	-5000	-5000	5	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	10	30	30	10	10	10	10	10	30	30	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	10	5	5	30	30	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	0	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	0	0	-5000	-5000	10	30	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	-5000	0	-5000	0	10	0	-5000	0	0	-5000	-5000	10	10	30	0	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	0	0	10	10	-5000	-5000	-5000	
swamp shrub	63	shrub	150	0	swamp	4	5	-5000	5	-5000	0	-10	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	10	5	5	10	5	-5000	5	5	5	5	10	-10	-5000	5	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
swamp oak tree	64	oak tree	135	0	swamp	4	10	-5000	10	0	-10	-10	-5000	-5000	-5000	30	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	30	-5000	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	100	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	30	30	30	10	10	30	10	30	-5000	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	30	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	10	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	10	30	30	10	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	30	-5000	-5000	-5000	-5000	-5000	30	0	10	0	-5000	-5000	-5000	-5000	30	30	10	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	10	0	-5000	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	-5000	30	30	10	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	
swamp tree	65	tree	155	0	swamp	4	-5000	-5000	5	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	30	30	10	10	10	-5000	10	30	30	30	30	10	10	-5000	-5000	10	-5000	10	30	-5000	10	-5000	10	10	30	-5000	10	30	30	30	10	10	10	-5000	10	30	30	100	100	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	30	10	10	30	-5000	100	30	30	10	10	-5000	10	-5000	10	10	10	10	5	30	-5000	30	30	-5000	10	10	-5000	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	-5000	-5000	-5000	-5000	-5000	-5000	30	0	-5000	0	10	-5000	-5000	10	30	30	-5000	-5000	-5000	-5000	30	10	-5000	-5000	-5000	30	30	10	-5000	-5000	-5000	-5000	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	0	-5000	-5000	30	-5000	0	30	30	-5000	0	-5000	-5000	-5000	30	0	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	
swamp moss	66	moss	132	0	swamp	4	5	-5000	5	-5000	0	-10	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	10	5	5	10	5	-5000	5	5	5	5	10	-10	-5000	5	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
swamp swamp veg clump	67	swamp veg clump	211	0	swamp	4	5	-5000	5	-5000	0	-10	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	10	5	5	10	10	5	5	10	5	-5000	5	5	5	5	10	-10	-5000	5	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
swamp crystal mine	68	mine	53	4	swamp	4	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	10	100	30	10	10	10	10	10	100	100	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	10	5	5	30	30	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	30	10	10	30	0	-5000	-5000	10	0	-5000	-5000	30	10	10	0	30	-5000	0	0	-5000	-5000	10	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	-5000	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	30	0	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	30	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	0	-5000	-5000	0	0	10	10	0	-5000	30	
swamp gold mine	69	mine	53	6	swamp	4	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	10	100	30	10	10	10	10	10	100	100	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	10	5	5	30	30	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	30	10	10	30	0	-5000	-5000	10	0	-5000	-5000	30	10	10	0	30	-5000	0	0	-5000	-5000	10	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	-5000	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	30	0	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	30	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	0	-5000	-5000	0	0	10	10	0	-5000	30	
swamp sawmill	70	mine	53	0	swamp	4	10	-5000	10	0	0	0	-5000	-5000	-5000	100	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	100	-5000	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	30	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	100	30	30	10	10	30	10	30	-5000	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	100	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	100	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	30	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	10	30	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	0	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	30	0	-5000	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	
rough rock	71	rock	147	0	rough	5	10	10	10	0	-10	10	5	-10	-5000	10	10	10	10	10	10	30	10	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	10	30	30	10	10	10	10	10	10	10	30	5	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	10	30	30	10	10	10	10	10	10	30	30	10	10	10	10	10	10	10	30	30	30	10	30	30	10	10	10	10	10	30	30	30	30	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	
rough cactus	72	cactus	116	0	rough	5	-5000	5	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	5	5	5	5	5	5	5	10	5	5	5	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	5	-5000	5	5	5	5	-5000	-5000	5	5	-5000	5	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	5	5	5	5	-5000	-5000	5	5	5	10	5	5	-5000	5	5	5	-5000	-5000	-5000	5	5	5	10	5	5	5	5	5	-5000	-5000	5	-5000	5	5	5	10	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	
rough crater	73	crater	118	0	rough	5	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
rough mound	74	mound	133	0	rough	5	-5000	0	-5000	-5000	-5000	5	5	-5000	-5000	5	5	5	5	5	-5000	10	10	5	10	5	5	5	5	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	5	5	-10	5	5	5	5	5	5	5	5	5	5	-10	5	-10	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	5	5	-10	5	-10	5	5	5	-10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
rough mountain	75	mountain	134	0	rough	5	5	-10	0	-10	-10	10	-10	10	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	10	100	30	10	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	10	30	5	100	100	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	0	10	0	30	30	0	-5000	30	
rough outcropping	76	outcropping	136	0	rough	5	5	0	0	-5000	-5000	10	5	-5000	-5000	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	10	30	-5000	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	30	-5000	30	5	30	30	10	10	10	10	10	30	30	30	30	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	
rough tree	77	tree	155	0	rough	5	10	-5000	10	-10	0	5	-5000	-5000	-5000	30	10	10	30	30	10	10	10	30	10	30	30	30	30	10	10	30	-5000	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	30	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	30	30	30	10	10	30	10	30	-5000	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	30	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	
rough shrub	78	shrub	150	0	rough	5	5	-5000	5	-5000	0	5	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	-5000	-5000	-5000	5	5	5	-5000	10	5	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	10	5	-5000	5	5	5	5	10	-10	-5000	5	5	5	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	5	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
rough skull	79	skull	151	0	rough	5	5	5	5	5	5	5	5	5	-5000	5	5	5	-5000	5	5	5	5	-5000	5	-5000	5	-5000	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	5	5	5	5	5	10	10	5	10	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
